sample,transcript_id,TPM,gene,biotype
WT_Pre_1,ENSMUST00000182277,0,Gapdh,protein_coding
WT_Pre_1,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_1,ENSMUST00000144588,0,Gapdh,retained_intron
WT_Pre_1,ENSMUST00000100497,1354.037624,Actb,protein_coding
WT_Pre_1,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
WT_Pre_1,ENSMUST00000167721,34.160264,Actb,protein_coding
WT_Pre_1,ENSMUST00000171419,11.154347,Actb,protein_coding
WT_Pre_1,ENSMUST00000167386,1.421041,Actb,protein_coding_CDS_not_defined
WT_Pre_1,ENSMUST00000163829,0,Actb,protein_coding
WT_Pre_1,ENSMUST00000106216,0,Actb,protein_coding
WT_Pre_1,ENSMUST00000165629,9.286682,Actb,retained_intron
WT_Pre_1,ENSMUST00000164765,2.87296,Actb,retained_intron
WT_Pre_2,ENSMUST00000168919,5.852536,Klrk1,protein_coding
WT_Pre_2,ENSMUST00000032252,0,Klrk1,protein_coding
WT_Pre_2,ENSMUST00000095412,7.447426,Klrk1,protein_coding
WT_Pre_2,ENSMUST00000152256,8.64091,Klrk1,retained_intron
WT_Pre_2,ENSMUST00000137660,0,Klrk1,retained_intron
WT_Pre_2,ENSMUST00000204694,1.696849,Klrk1,retained_intron
WT_Pre_2,ENSMUST00000192506,0.454846,Gapdh,retained_intron
WT_Pre_2,ENSMUST00000147954,0,Gapdh,retained_intron
WT_Pre_2,ENSMUST00000117757,38.239247,Gapdh,protein_coding
WT_Pre_2,ENSMUST00000118875,533.448209,Gapdh,protein_coding
WT_Pre_2,ENSMUST00000073605,0,Gapdh,protein_coding
WT_Pre_2,ENSMUST00000183272,0.298814,Gapdh,protein_coding
WT_Pre_2,ENSMUST00000182464,0,Gapdh,retained_intron
WT_Pre_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_2,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_2,ENSMUST00000182052,0,Gapdh,protein_coding
WT_Pre_2,ENSMUST00000182277,0.226075,Gapdh,protein_coding
WT_Pre_2,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_2,ENSMUST00000144588,0.101044,Gapdh,retained_intron
WT_Pre_2,ENSMUST00000100497,1402.150595,Actb,protein_coding
WT_Pre_2,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
WT_Pre_2,ENSMUST00000167721,0.857141,Actb,protein_coding
WT_Pre_2,ENSMUST00000171419,0,Actb,protein_coding
WT_Pre_2,ENSMUST00000167386,0.293244,Actb,protein_coding_CDS_not_defined
WT_Pre_2,ENSMUST00000163829,0,Actb,protein_coding
WT_Pre_2,ENSMUST00000106216,0,Actb,protein_coding
WT_Pre_2,ENSMUST00000165629,3.341949,Actb,retained_intron
WT_Pre_2,ENSMUST00000164765,8.381385,Actb,retained_intron
WT_Pre_3,ENSMUST00000168919,2.532021,Klrk1,protein_coding
WT_Pre_3,ENSMUST00000032252,6.532126,Klrk1,protein_coding
WT_Pre_3,ENSMUST00000095412,9.694023,Klrk1,protein_coding
WT_Pre_3,ENSMUST00000152256,2.254965,Klrk1,retained_intron
WT_Pre_3,ENSMUST00000137660,0.411799,Klrk1,retained_intron
WT_Pre_3,ENSMUST00000204694,0.513274,Klrk1,retained_intron
WT_Pre_3,ENSMUST00000192506,1.80754,Gapdh,retained_intron
WT_Pre_3,ENSMUST00000147954,0,Gapdh,retained_intron
WT_Pre_3,ENSMUST00000117757,88.570017000000007,Gapdh,protein_coding
WT_Pre_3,ENSMUST00000118875,595.585085,Gapdh,protein_coding
WT_Pre_3,ENSMUST00000073605,0,Gapdh,protein_coding
WT_Pre_3,ENSMUST00000183272,0,Gapdh,protein_coding
WT_Pre_3,ENSMUST00000182464,0,Gapdh,retained_intron
WT_Pre_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_3,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_3,ENSMUST00000182052,0,Gapdh,protein_coding
WT_Pre_3,ENSMUST00000182277,0.179582,Gapdh,protein_coding
WT_Pre_3,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
WT_Pre_3,ENSMUST00000144588,2.47135,Gapdh,retained_intron
WT_Pre_3,ENSMUST00000100497,1265.884179,Actb,protein_coding
WT_Pre_3,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
WT_Pre_3,ENSMUST00000167721,78.082658,Actb,protein_coding
WT_Pre_3,ENSMUST00000171419,12.172784,Actb,protein_coding
WT_Pre_3,ENSMUST00000167386,0.142852,Actb,protein_coding_CDS_not_defined
WT_Pre_3,ENSMUST00000163829,0,Actb,protein_coding
WT_Pre_3,ENSMUST00000106216,0,Actb,protein_coding
WT_Pre_3,ENSMUST00000165629,4.824094,Actb,retained_intron
WT_Pre_3,ENSMUST00000164765,2.473741,Actb,retained_intron
